Eje_X_Distancia Banda_1 Banda_2 Banda_3
7.20834471e+00 -4.75952723e-01 2.59392770e+00 3.79014050e+00
7.23269101e+00 -4.75968138e-01 2.59990860e+00 3.78900869e+00
7.25703731e+00 -4.75923475e-01 2.60600780e+00 3.78779410e+00
7.28138362e+00 -4.75815193e-01 2.61222257e+00 3.78649373e+00
7.30572992e+00 -4.75639781e-01 2.61855015e+00 3.78510459e+00
7.33007622e+00 -4.75393772e-01 2.62498774e+00 3.78362374e+00
7.35442252e+00 -4.75073742e-01 2.63153247e+00 3.78204833e+00
7.37876882e+00 -4.74676324e-01 2.63818142e+00 3.78037554e+00
7.40311512e+00 -4.74198206e-01 2.64493165e+00 3.77860262e+00
7.42746142e+00 -4.73636146e-01 2.65178016e+00 3.77672691e+00
7.45180772e+00 -4.72986970e-01 2.65872389e+00 3.77474581e+00
7.47615402e+00 -4.72247585e-01 2.66575977e+00 3.77265684e+00
7.50050032e+00 -4.71414979e-01 2.67288466e+00 3.77045756e+00
7.52484662e+00 -4.70486233e-01 2.68009540e+00 3.76814568e+00
7.54919292e+00 -4.69458521e-01 2.68738878e+00 3.76571899e+00
7.57353922e+00 -4.68329120e-01 2.69476156e+00 3.76317537e+00
7.59788552e+00 -4.67095411e-01 2.70221046e+00 3.76051284e+00
7.62223182e+00 -4.65754889e-01 2.70973218e+00 3.75772953e+00
7.64657812e+00 -4.64305165e-01 2.71732336e+00 3.75482370e+00
7.67092442e+00 -4.62743975e-01 2.72498063e+00 3.75179373e+00
7.69527072e+00 -4.61069178e-01 2.73270060e+00 3.74863812e+00
7.71961702e+00 -4.59278769e-01 2.74047982e+00 3.74535553e+00
7.74396332e+00 -4.57370876e-01 2.74831484e+00 3.74194476e+00
7.76830962e+00 -4.55343772e-01 2.75620217e+00 3.73840474e+00
7.79265592e+00 -4.53195873e-01 2.76413832e+00 3.73473456e+00
7.81700222e+00 -4.50925747e-01 2.77211974e+00 3.73093347e+00
7.84134852e+00 -4.48532113e-01 2.78014290e+00 3.72700087e+00
7.86569482e+00 -4.46013853e-01 2.78820423e+00 3.72293632e+00
7.89004112e+00 -4.43370006e-01 2.79630014e+00 3.71873954e+00
7.91438742e+00 -4.40599779e-01 2.80442703e+00 3.71441045e+00
7.93873372e+00 -4.37702549e-01 2.81258130e+00 3.70994910e+00
7.96308002e+00 -4.34677864e-01 2.82075931e+00 3.70535575e+00
7.98742632e+00 -4.31525448e-01 2.82895743e+00 3.70063080e+00
8.01177262e+00 -4.28245204e-01 2.83717202e+00 3.69577487e+00
